,id,first_name,height_feet,height_inches,last_name,position,weight_pounds,abbreviation,city,conference,division,full_name,name
2419,2914,Antoine,,,Carr,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2420,2915,Bill,,,Wennington,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2421,2916,Bob,,,Hansen,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2422,2917,Duane,,,Causwell,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2423,2918,Eric,,,Leckner,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2424,2919,Lionel,,,Simmons,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2425,2920,Ralph,,,Sampson,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2426,2921,Rory,,,Sparrow,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2427,2922,Steve,,,Colter,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2428,2923,Wayman,,,Tisdale,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2429,2924,B.J.,,,Armstrong,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2430,2925,Bill,,,Cartwright,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2431,2926,Cliff,,,Levingston,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2432,2927,Craig,,,Hodges,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2433,2928,Dennis,,,Hopson,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2434,2929,Horace,,,Grant,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2435,2930,John,,,Paxson,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2436,2931,Michael,,,Jordan,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2437,2932,Scott,,,Williams,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2438,2933,Scottie,,,Pippen,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2439,2934,Stacey,,,King,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2440,2935,Will,,,Perdue,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2441,2936,Brian,,,Oliver,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2442,2937,Charles,,,Barkley,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2443,2938,Hersey,,,Hawkins,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2444,2939,Jayson,,,Williams,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2445,2940,Johnny,,,Dawkins,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2446,2941,Manute,,,Bol,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2447,2942,Mike,,,Gminski,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2448,2943,Rick,,,Mahorn,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2449,2944,Rickey,,,Green,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2450,2945,Ron,,,Anderson,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2451,2946,Armen,,,Gilliam,,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2452,2947,Dave,,,Hoppen,,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2453,2948,Dell,,,Curry,,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2454,2949,J.R.,,,Reid,,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2455,2950,Johnny,,,Newman,,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2456,2951,Kelly,,,Tripucka,,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2457,2952,Kendall,,,Gill,,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2458,2953,Kenny,,,Gattison,,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2459,2954,Muggsy,,,Bogues,,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2460,2955,Rex,,,Chapman,,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2461,2956,Brian,,,Quinnett,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2462,2957,Charles,,,Oakley,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2463,2958,Eddielee,,,Wilkins,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2464,2959,Gerald,,,Wilkins,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2465,2960,Jerrod,,,Mustaf,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2466,2961,Kiki,,,Vandeweghe,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2467,2962,Mark,,,Jackson,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2468,2963,Maurice,,,Cheeks,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2469,2964,Patrick,,,Ewing,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2470,2965,Mark,,,Bryant,,,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2471,2966,Dana,,,Barros,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2472,2967,Derrick,,,McKey,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2473,2968,Gary,,,Payton,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2474,2969,Michael,,,Cage,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2475,2970,Olden,,,Polynice,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2476,2971,Quintin,,,Dailey,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2477,2972,Sedale,,,Threatt,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2478,2973,Shawn,,,Kemp,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2479,2974,Xavier,,,McDaniel,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2480,2975,Tree,,,Rollins,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
2481,2976,Pervis,,,Ellison,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2482,2977,Stuart,,,Gray,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2483,2978,Trent,,,Tucker,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2484,2979,Frank,,,Kornet,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
2485,2980,David,,,Greenwood,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2486,2981,David,,,Robinson,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2487,2982,Paul,,,Pressey,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2488,2983,Reggie,,,Williams,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2489,2984,Sean,,,Elliott,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2490,2985,Sean,,,Higgins,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2491,2986,Sidney,,,Green,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2492,2987,Terry,,,Cummings,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2493,2988,Tony,,,Massenburg,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2494,2989,A.C.,,,Green,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2495,2990,Byron,,,Scott,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2496,2991,Elden,,,Campbell,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2497,2992,James,,,Worthy,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2498,2993,Larry,,,Drew,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2499,2994,Magic,,,Johnson,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2500,2995,Mychal,,,Thompson,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2501,2996,Sam,,,Perkins,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2502,2997,Terry,,,Teagle,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2503,2998,Vlade,,,Divac,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2504,2999,John,,,Shasky,,,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
2505,3000,Randy,,,White,,,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
2506,3001,Steve,,,Alford,,,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
2507,3002,Greg,,,Butler,,,LAC,LA,West,Pacific,LA Clippers,Clippers
2508,3003,Steve,,,Scheffler,,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2509,3004,Les,,,Jepsen,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2510,3005,Mike,,,Smrek,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2511,3006,Danny,,,Manning,,,LAC,LA,West,Pacific,LA Clippers,Clippers
2512,3007,Mark,,,McNamara,,,ORL,Orlando,East,Southeast,Orlando Magic,Magic
2513,3008,Steve,,,Kerr,,,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2514,3009,Kennard,,,Winchester,,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
2515,3010,Rick,,,Calloway,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2516,3011,Travis,,,Mays,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2517,3012,Trevor,,,Wilson,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
2518,3013,Tony,,,Brown,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2519,3014,Randolph,,,Keys,,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2520,3015,Benoit,,,Benjamin,,,LAC,LA,West,Pacific,LA Clippers,Clippers
2521,3016,Byron,,,Dinkins,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2522,3017,Dwayne,,,Schintzius,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2523,3018,Kenny,,,Payne,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2524,3019,Greg,,,Grant,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2525,3020,Tony,,,Smith,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2526,3021,Nate,,,McMillan,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2527,3022,Rod,,,Strickland,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2528,3023,Mahmoud,,,Abdul-Rauf,,,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2529,3024,Scott,,,Meents,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2530,3025,Jim,,,Petersen,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2531,3026,Bob,,,Thornton,,,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
2532,3027,Drazen,,,Petrovic,,,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2533,3028,Kurt,,,Rambis,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2534,3029,Jon,,,Koncak,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
2535,3030,Stojko,,,Vrankovic,,,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
2536,3031,Cedric,,,Ball,,,LAC,LA,West,Pacific,LA Clippers,Clippers
2537,3032,Andrew,,,Lang,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2538,3033,Bart,,,Kofoed,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2539,3034,Jim,,,Farmer,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2540,3035,Dave,,,Corzine,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2541,3036,Buck,,,Johnson,,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
2542,3037,Milos,,,Babic,,,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2543,3038,Negele,,,Knight,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2544,3039,Willie,,,Anderson,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2545,3040,Andre,,,Turner,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2546,3041,Ledell,,,Eackles,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2547,3042,Jim,,,Grandholm,,,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
2548,3043,Kelvin,,,Upshaw,,,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
2549,3044,Leon,,,Wood,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2550,3045,Terry,,,Mills,,,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2551,3046,Darnell,,,Valentine,,,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2552,3047,Morlon,,,Wiley,,,ORL,Orlando,East,Southeast,Orlando Magic,Magic
2553,3048,Irving,,,Thomas,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2554,3049,John,,,Starks,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2555,3050,Pete,,,Myers,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2556,3051,Keith,,,Askins,,,MIA,Miami,East,Southeast,Miami Heat,Heat
2557,3052,Anthony,,,Bonner,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2558,3053,Dale,,,Ellis,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2559,3054,Pat,,,Cummings,,,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2560,3055,Kenny,,,Walker,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2561,3056,Mario,,,Elie,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2562,3057,Anthony,,,Mason,,,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2563,3058,Tim,,,Legler,,,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2564,3059,Dan,,,O'Sullivan,,,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2565,3060,Dan,,,Godfread,,,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
2566,3061,Henry,,,James,,,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2567,3062,Jim,,,Les,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2568,3063,Paul,,,Mokeski,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2569,3064,Earl,,,Cureton,,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2570,3065,Anthony,,,Frederick,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2571,3066,Jawann,,,Oldham,,,IND,Indiana,East,Central,Indiana Pacers,Pacers
2572,3067,Jeff,,,Sanders,,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2573,3068,Scott,,,Haffner,,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2574,3069,John,,,Long,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
2575,3070,Ron,,,Harper,,,LAC,LA,West,Pacific,LA Clippers,Clippers
2576,3071,Tony,,,Harris,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2577,3072,Clifford,,,Lett,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2578,3073,Clinton,,,Smith,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2579,3074,John,,,Williams,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2580,3075,Craig,,,Neal,,,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2581,3076,Mike,,,Higgins,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2582,3077,Joe,,,"Barry,Carroll",,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2583,3078,Gerald,,,Henderson,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
2584,3079,Everette,,,Stephens,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
2585,3080,Charles,,,Smith,,,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
2586,3081,David,,,Wingate,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2587,3082,Tony,,,Dawson,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2588,3083,Gary,,,Leonard,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
2589,3084,A.J.,,,Wynder,,,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
2590,3085,Adrian,,,Dantley,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
2591,3086,Derek,,,Smith,,,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
2592,3087,Vincent,,,Askew,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2593,3088,Robert,,,Reid,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2594,5117,Mitchell,,,Creek,,,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2595,39,Michael,6.0,9.0,Beasley,F,235.0,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2596,245,Wesley,6.0,7.0,Johnson,F-G,215.0,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2597,26,Wade,6.0,4.0,Baldwin IV,G,200.0,HOU,Houston,West,Southwest,Houston Rockets,Rockets
2598,438,Jared,6.0,3.0,Terrell,G,227.0,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
2599,63,Isaiah,6.0,3.0,Briscoe,G,215.0,ORL,Orlando,East,Southeast,Orlando Magic,Magic
2600,82,Isaiah,6.0,0.0,Canaan,G,200.0,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
2601,93,Tyler,6.0,9.0,Cavanaugh,F,238.0,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2602,2205,Jawun,6.0,0.0,Evans,,190.0,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2603,155,Raymond,6.0,1.0,Felton,G,205.0,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2604,2229,Walter,,,Lemon Jr.,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2605,276,Jon,6.0,10.0,Leuer,F,228.0,DET,Detroit,East,Central,Detroit Pistons,Pistons
2606,279,Jeremy,6.0,3.0,Lin,G,200.0,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
2607,280,Shaun,6.0,7.0,Livingston,G,192.0,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2608,150,Tyreke,6.0,6.0,Evans,G,220.0,IND,Indiana,East,Central,Indiana Pacers,Pacers
2609,287,Jordan,6.0,4.0,Loyd,G,210.0,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
2610,2100,Kalin,6.0,1.0,Lucas,,195.0,DET,Detroit,East,Central,Detroit Pistons,Pistons
2611,113,Dante,6.0,8.0,Cunningham,F,230.0,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2612,122,Angel,6.0,10.0,Delgado,C,245.0,LAC,LA,West,Pacific,LA Clippers,Clippers
2613,124,Luol,6.0,9.0,Deng,F,237.0,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
2614,141,Trevon,6.0,2.0,Duval,G,189.0,HOU,Houston,West,Southwest,Houston Rockets,Rockets
2615,142,Vincent,6.0,8.0,Edwards,F,225.0,HOU,Houston,West,Southwest,Houston Rockets,Rockets
2616,2162,Deyonta,,,Davis,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
2617,80,Jose,6.0,3.0,Calderon,G,200.0,DET,Detroit,East,Central,Detroit Pistons,Pistons
2618,50191,Bonzie,6.0,6.0,Colson,F,225.0,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
2619,423,Jason,7.0,0.0,Smith,F-C,240.0,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
2620,34,Jerryd,6.0,3.0,Bayless,G,200.0,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
2621,99,Ian,6.0,3.0,Clark,G,175.0,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
2622,1938,Jimmer,,,Fredette,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2623,2139,RJ,6.0,5.0,Hunter,,185.0,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
2624,2007,John,6.0,4.0,Jenkins,,215.0,NYK,New York,East,Atlantic,New York Knicks,Knicks
2625,291,Shelvin,,,Mack,G,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2626,321,Nikola,6.0,10.0,Mirotic,F,250.0,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
2627,346,Dirk,7.0,0.0,Nowitzki,F,245.0,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
2628,381,Alex,6.0,9.0,Poythress,F,235.0,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
2629,5471,Brandon,6.0,5.0,Sampson,,184.0,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2630,121,Sam,6.0,9.0,Dekker,F,230.0,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
2631,239,Jonas,6.0,10.0,Jerebko,F,231.0,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2632,3943,Julian,6.0,8.0,Washburn,,209.0,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
2633,7,Rawle,6.0,5.0,Alkins,G,225.0,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2634,50609,Dairis,,,Bertans,G,,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
2635,361,Zaza,6.0,11.0,Pachulia,C,270.0,DET,Detroit,East,Central,Detroit Pistons,Pistons
2636,50947,Tarik,,,Phillip,G,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2637,374,Quincy,6.0,7.0,Pondexter,F,230.0,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2638,418,Jonathon,6.0,6.0,Simmons,F,195.0,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
2639,453,Ekpe,6.0,10.0,Udoh,C-F,245.0,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2640,488,Guerschon,6.0,8.0,Yabusele,F,260.0,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
2641,164,Channing,7.0,0.0,Frye,F-C,255.0,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2642,50737,Billy,,,Garrett,G-F,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2643,2178,Jonathan,,,Gibson,,,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
2644,195,Devin,6.0,3.0,Harris,G,185.0,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
2645,1988,Donatas,,,Motiejunas,,,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
2646,332,Timofey,7.0,1.0,Mozgov,C,275.0,ORL,Orlando,East,Southeast,Orlando Magic,Magic
2647,363,Tony,6.0,2.0,Parker,G,185.0,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2648,103,Darren,6.0,0.0,Collison,G,175.0,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2649,311,Jodie,,,Meeks,G,,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
2650,312,Salah,,,Mejri,C,,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
2651,461,Dwyane,6.0,4.0,Wade,G,220.0,MIA,Miami,East,Southeast,Miami Heat,Heat
2652,2160,Isaiah,6.0,4.0,Whitehead,,213.0,DET,Detroit,East,Central,Detroit Pistons,Pistons
2653,477,Alan,6.0,8.0,Williams,F-C,265.0,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2654,483,Troy,6.0,7.0,Williams,F,218.0,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2655,3450,Deng,6.0,7.0,Adel,,200.0,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2656,17895956,Tyrique,,,Jones,F-C,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
2657,17896105,Matt,,,Coleman III,G,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2658,2048,Anthony,,,Bennett,,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
2659,1891701,Eric,,,Mika,C-F,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
2660,666438,Javon,,,Bess,G,,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
2661,666440,Kavell,,,Bigby-Williams,C,,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
2662,415,Iman,6.0,5.0,Shumpert,G,215.0,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
2663,3090,Jaron,6.0,8.0,Blossomgame,,220.0,HOU,Houston,West,Southwest,Houston Rockets,Rockets
2664,666457,Phil,,,Booth,G,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2665,1936,Jeremy,,,Pargo,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2666,17895754,Tyree,,,White,F,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
2667,2116373,Dusty,,,Hannahs,G,,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
2668,2106,Eric,,,Moreland,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
2669,298,Jarell,6.0,10.0,Martin,F,239.0,UTA,Utah,West,Northwest,Utah Jazz,Jazz
2670,666488,Perrion,,,Callandret,G,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
2671,92,Troy,6.0,4.0,Caupain,G,210.0,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2672,96,Joe,6.0,3.0,Chealey,G,190.0,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2673,666529,Jon,,,Davis,G,,ORL,Orlando,East,Southeast,Orlando Magic,Magic
2674,1364,Joe,,,Johnson,,,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
2675,666576,Abdul,,,Gaddy,G,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2676,666580,JaKeenan,,,Gant,F,,IND,Indiana,East,Central,Indiana Pacers,Pacers
2677,316,CJ,6.0,6.0,Miles,F-G,220.0,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
2678,45947,Donte,6.0,8.0,Grantham,,215.0,LAC,LA,West,Pacific,LA Clippers,Clippers
2679,190,Daniel,,,Hamilton,G-F,,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2680,198,Andrew,,,Harrison,G,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
2681,2222,Myke,,,Henry,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
2682,666637,Ahmed,,,Hill,G,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
2683,666640,Amir,,,Hinton,G,,NYK,New York,East,Atlantic,New York Knicks,Knicks
2684,1573276,Levi,,,Randolph,G,,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
